iter	MultiClass
287	0.2934021947
288	0.2930345553
289	0.2927301375
290	0.2923185655
291	0.2915733797
292	0.2912464797
293	0.2909766311
294	0.2906966987
295	0.2899743865
296	0.2893406652
297	0.2889605146
298	0.2884590875
299	0.2880080348
300	0.2875528431
301	0.2870628436
302	0.2867795434
303	0.2863065824
304	0.2858964337
305	0.2853720941
306	0.2850282992
307	0.2845212425
308	0.2841914772
309	0.2837488424
310	0.2832634913
311	0.2830285505
312	0.2825650225
313	0.2820140237
314	0.2816686838
315	0.2812693208
316	0.2808383295
317	0.280551248
318	0.2801639355
319	0.2798959053
320	0.2794005333
321	0.2789539304
322	0.2785275627
323	0.2782693949
324	0.2779231659
325	0.2776650418
326	0.2771998325
327	0.2769435339
328	0.2767185224
329	0.2762987799
330	0.2759205288
331	0.2756868545
332	0.2754442987
333	0.275249734
334	0.2750337274
335	0.274793626
336	0.2746559953
337	0.2743403419
338	0.273962579
339	0.2736320495
340	0.2732717425
341	0.2729798873
342	0.2728270082
343	0.2724763093
344	0.2718965823
345	0.2715103162
346	0.271277369
347	0.2709835478
348	0.2705799241
349	0.270119732
350	0.269817047
351	0.2695072945
352	0.2691945308
353	0.2687661678
354	0.2683485039
355	0.2679653106
356	0.2675128653
357	0.2671221516
358	0.2668895093
359	0.2665299845
360	0.2659269399
361	0.2655217243
362	0.2652178453
363	0.2649371942
364	0.2647048708
365	0.2642692682
366	0.2638934443
367	0.2635201655
368	0.2632422097
369	0.2630211579
370	0.2627205153
371	0.2622973933
372	0.2620333099
373	0.2616913053
374	0.2614337679
375	0.2611928087
376	0.260998603
377	0.2606602842
378	0.2604479217
379	0.2601150442
380	0.2596347583
381	0.2594573569
382	0.2592746854
383	0.2589938585
384	0.2586753704
385	0.2584276441
386	0.2581294923
387	0.2578844966
388	0.2575182685
389	0.2571597457
390	0.2569939516
391	0.2567057112
392	0.2564114449
393	0.2562571846
394	0.2560547805
395	0.2558838912
396	0.2557671103
397	0.2554322585
398	0.2550686412
399	0.2548914135
400	0.254534722
401	0.2542647865
402	0.2539284736
403	0.2537643846
404	0.2534197852
405	0.2530693543
406	0.2528575371
407	0.2525979491
408	0.2523917314
409	0.2521749766
410	0.2520240914
411	0.2517600469
412	0.2513811117
413	0.2511850294
414	0.2509816487
415	0.2506495151
416	0.2502129236
417	0.2499419916
418	0.2497741442
419	0.2495410748
420	0.2492932446
421	0.2491218714
422	0.2488323584
423	0.2486704571
424	0.2483560168
425	0.2480738991
426	0.2478604
427	0.2474907913
428	0.2473430281
429	0.2471847342
430	0.2469370957
431	0.2465665967
432	0.2463704396
433	0.246089442
434	0.245892411
435	0.2456258716
436	0.2452614181
437	0.2450839242
438	0.2449283197
439	0.244709748
440	0.2445327346
441	0.2443944684
442	0.2441737878
443	0.2437487869
444	0.2435943841
445	0.2432745224
446	0.2430210924
447	0.2427911494
448	0.2426276949
449	0.2424659773
450	0.242216703
451	0.241919025
452	0.241571789
453	0.2414246028
454	0.2413057601
455	0.2410054614
456	0.2408730757
457	0.2407227243
458	0.2405326498
459	0.2402569873
460	0.2400906104
461	0.2398549488
462	0.239705154
463	0.2394097557
464	0.2391170062
465	0.2388931054
466	0.2387614441
467	0.2384938239
468	0.2382525821
469	0.2380648491
470	0.2378306087
471	0.2376904102
472	0.2374447244
473	0.2371780063
474	0.23690389
475	0.2367027154
476	0.2366429552
477	0.23640251
478	0.2362219535
479	0.2359103015
480	0.2357823623
481	0.2355559025
482	0.2353153836
483	0.2352241294
484	0.2351238375
485	0.2350197572
486	0.2349451243
487	0.2347169343
488	0.2346176816
489	0.2344918267
490	0.2341603434
491	0.233880563
492	0.2337210956
493	0.2334157465
494	0.2331487713
495	0.2329505504
496	0.2327094033
497	0.232574228
498	0.2323466766
499	0.232207052
500	0.2319240575
501	0.2316958791
502	0.2314311569
503	0.2312235775
504	0.2309611789
505	0.2308801094
506	0.2307516203
507	0.2304205683
508	0.2302535105
509	0.2301400117
510	0.229948882
511	0.229763683
512	0.2296384974
513	0.2294476957
514	0.2293143585
515	0.2291396439
516	0.2290295136
517	0.2288645827
518	0.2287826791
519	0.2285642722
520	0.2283023052
521	0.2280472528
522	0.2278368488
523	0.227653935
524	0.2274957586
525	0.2273176811
526	0.2272614743
527	0.2271119977
528	0.2268425107
529	0.2267140807
530	0.2265998086
531	0.2264669357
532	0.2263814142
533	0.2262640142
534	0.2261789781
535	0.2260463344
536	0.2259119111
537	0.2257880408
538	0.2256692533
539	0.225525168
540	0.2253200265
541	0.225211257
542	0.2251193028
543	0.2248648417
544	0.2246756448
545	0.2245713
546	0.2244758916
547	0.2242679691
548	0.2241829703
549	0.224029471
550	0.2239250564
551	0.2237894479
552	0.2235859871
553	0.2234532042
554	0.2233751898
555	0.2231725674
556	0.2230369666
557	0.2228480101
558	0.2227353254
559	0.222609247
560	0.2224544807
561	0.2222067727
562	0.222073471
563	0.2218263926
564	0.2216149975
565	0.2214988958
566	0.2213496142
567	0.2211706471
568	0.221011987
569	0.2207440028
570	0.2206046825
571	0.2205371938
572	0.2203465196
573	0.2201371401
574	0.2199592901
575	0.2198910079
576	0.2198036811
577	0.2196841879
578	0.2196060884
579	0.2193188823
580	0.2189885662
581	0.2189059201
582	0.2187732344
583	0.2186891356
584	0.218488824
585	0.2183253238
586	0.218000429
587	0.2179528946
588	0.2178800755
589	0.2177208836
590	0.217606604
591	0.2174958651
592	0.217367096
593	0.2171428879
594	0.2170104172
595	0.2168333865
596	0.216704214
597	0.2166602675
598	0.2165977237
599	0.2164550898
600	0.2163868933
601	0.2162387742
602	0.2161379424
603	0.2159488376
604	0.2159153361
605	0.2157984647
606	0.2156654452
607	0.2154918256
608	0.2152714661
609	0.2151378663
610	0.2150141353
611	0.2148310562
612	0.214777397
613	0.214667405
614	0.2145964583
615	0.2145150321
616	0.2144136209
617	0.2143191425
618	0.2141395303
619	0.2140670812
620	0.2138713942
621	0.2137280294
622	0.2135921246
623	0.2134846876
624	0.2133489587
625	0.2132616053
626	0.2131227742
627	0.2130486907
628	0.2129937652
629	0.2128637779
630	0.2127320867
631	0.2126414844
632	0.2125402563
633	0.2124496772
634	0.2122856403
635	0.2122046323
636	0.2120269193
637	0.2118502584
638	0.2116518671
639	0.2115431827
640	0.211391783
641	0.2112981409
642	0.2112198393
643	0.211051134
644	0.21084304
645	0.2107905081
646	0.2106413808
647	0.2105735313
648	0.2104471685
649	0.210365265
650	0.210268902
651	0.210202361
652	0.2100375985
653	0.2098716536
654	0.2097457441
655	0.2096859411
656	0.2096167006
657	0.2095339735
658	0.2094695106
659	0.2092808459
660	0.2091717899
661	0.209074592
662	0.2089582135
663	0.2088268692
664	0.2087442581
665	0.2085731897
666	0.2084791999
667	0.2083309452
668	0.2081845623
669	0.2081364996
670	0.2080428651
671	0.2079941675
672	0.2079022524
673	0.2078132053
674	0.2076991323
675	0.2076097113
676	0.2074962669
677	0.2074330799
678	0.2072630337
679	0.2070860558
680	0.2069117682
681	0.2068170311
682	0.2067682049
683	0.206651069
684	0.2065089854
685	0.2064342091
686	0.2063079516
687	0.2062698065
688	0.2061952413
689	0.2061105573
690	0.206008067
691	0.2059632097
692	0.2058688823
693	0.2056780883
694	0.205617449
695	0.2055197904
696	0.2054700322
697	0.2054006391
698	0.2052979789
699	0.2052180586
700	0.2050964219
701	0.2050194721
702	0.2049316874
703	0.2047774766
704	0.2047106796
705	0.2045659286
706	0.2044705427
707	0.2044054507
708	0.2042859029
709	0.2041640741
710	0.204032518
711	0.2038567498
712	0.2038068939
713	0.2037363246
714	0.2036820302
715	0.203568676
716	0.2035262569
717	0.2034827941
718	0.203442934
719	0.2033308938
720	0.2032268565
721	0.2030018617
722	0.2029503737
723	0.2028861374
724	0.202724851
725	0.2026754683
726	0.20243548
727	0.2023667741
728	0.2022549243
729	0.2020764886
730	0.2020180947
731	0.2019685187
732	0.2019222736
733	0.2018663676
734	0.2018217694
735	0.2017640098
736	0.2017081852
737	0.2016349469
738	0.2015419704
739	0.201437568
740	0.2014007821
741	0.201296306
742	0.2012603768
743	0.2012031081
744	0.2009930197
745	0.20091892
746	0.2008676399
747	0.2007856637
748	0.2006809562
749	0.2005246927
750	0.200429689
751	0.2003975325
752	0.2002274574
753	0.2001696051
754	0.2000248898
755	0.1999804207
756	0.1999181943
757	0.1998383553
758	0.1997412842
759	0.1997028594
760	0.1996425737
761	0.1995858726
762	0.1995329887
763	0.1993359028
764	0.1992735503
765	0.1991485548
766	0.1990759812
767	0.1990088402
768	0.1988942567
769	0.1987759374
770	0.1986324327
771	0.1985457382
772	0.1985009137
773	0.1983788692
774	0.1983161483
775	0.198161284
776	0.198070035
777	0.1979110281
778	0.1978852414
779	0.1978400759
780	0.197794428
781	0.197627391
782	0.1975487729
783	0.1974632419
784	0.1974046548
785	0.1973561035
786	0.1972999203
787	0.1972140729
788	0.1971560404
789	0.1971096848
790	0.1969368628
791	0.1969044267
792	0.1967692291
793	0.1967089057
794	0.1966454809
795	0.1965892526
796	0.1965251139
797	0.1964172852
798	0.19628799
799	0.1962062707
800	0.1960657228
801	0.1959219997
802	0.1958001158
803	0.1957178053
804	0.1956543018
805	0.1955836846
806	0.1955314505
807	0.1954567053
808	0.1953727
809	0.1953077389
810	0.1952562516
811	0.1952098108
812	0.1951406715
813	0.1950755844
814	0.1949697708
815	0.1949024304
816	0.194848477
817	0.1947777054
818	0.194710626
819	0.1946655886
820	0.1945650429
821	0.1944617789
822	0.1943702436
823	0.1943140225
824	0.1942756201
825	0.1941473066
826	0.1940819483
827	0.1940145787
828	0.193890498
829	0.1937916138
830	0.1937332772
831	0.1936470806
832	0.193587525
833	0.1934715136
834	0.1933778035
835	0.1933440727
836	0.1933060627
837	0.1932333037
838	0.1931427476
839	0.1930699244
840	0.1930253472
841	0.1929889839
842	0.1928830099
843	0.1927811583
844	0.1927543427
845	0.1926950616
846	0.192632761
847	0.1925381377
848	0.1924812414
849	0.1924382288
850	0.1923694413
851	0.1923322622
852	0.1922834576
853	0.1922210826
854	0.192172377
855	0.1921313686
856	0.1920755694
857	0.19204106
858	0.1920129363
859	0.1918613924
860	0.1918096498
861	0.1916782872
862	0.191606692
863	0.1915382602
864	0.1914646493
865	0.1914288383
866	0.1913379765
867	0.1912793942
868	0.1912012018
869	0.1911286757
870	0.1910664258
871	0.1909666598
872	0.1908545007
873	0.1908316436
874	0.1907812476
875	0.190729632
876	0.1906677416
877	0.1905808048
878	0.1904782644
879	0.1904026892
880	0.1903754791
881	0.1903319747
882	0.1902900854
883	0.1902513756
884	0.1902020381
885	0.190160621
886	0.1900445582
887	0.1899578717
888	0.1899069519
889	0.1898449403
890	0.1897181751
891	0.1896749874
892	0.1896287723
893	0.1895902005
894	0.1895661566
895	0.1895051206
896	0.1894009292
897	0.1893674984
898	0.1893362107
899	0.1892351874
900	0.1891546901
901	0.1890971408
902	0.1890598704
903	0.1889980978
904	0.1889672505
905	0.1888982949
906	0.1888506549
907	0.188817815
908	0.1887616597
909	0.1887172952
910	0.1886703873
911	0.1886422257
912	0.1885485626
913	0.1885082928
914	0.1884485927
915	0.1883124669
916	0.1882641961
917	0.1882051976
918	0.1881587132
919	0.1881132467
920	0.1879710315
921	0.1879081537
922	0.1878781116
923	0.1877487862
924	0.1877204457
925	0.1876785655
926	0.1875890381
927	0.187530035
928	0.1874250032
929	0.1873416738
930	0.1872677211
931	0.1872209528
932	0.1871191188
933	0.1870574772
934	0.186939914
935	0.1869161435
936	0.1868568834
937	0.1867809141
938	0.1867395175
939	0.1866775853
940	0.1866591447
941	0.1866217195
942	0.1865331502
943	0.1864384316
944	0.1863562026
945	0.1863234181
946	0.1862600735
947	0.1862209249
948	0.1861600413
949	0.1860950041
950	0.1860328527
951	0.1859422124
952	0.1859041832
953	0.1858639865
954	0.1858065672
955	0.1857985818
956	0.1856962281
957	0.1856180781
958	0.1855253909
959	0.1854750849
960	0.1854320437
961	0.185413219
962	0.1853472871
963	0.1853196766
964	0.1852326768
965	0.1851867783
966	0.1851446386
967	0.1850949729
968	0.1850289985
969	0.1849889801
970	0.184894235
971	0.1848548079
972	0.1847375883
973	0.1847076341
974	0.1846454427
975	0.1846112712
976	0.1845677036
977	0.184524534
978	0.1844834193
979	0.1844576334
980	0.1844257503
981	0.1843657193
982	0.1842804242
983	0.184222709
984	0.1841748089
985	0.1841240728
986	0.1840951875
987	0.1840476028
988	0.184001228
989	0.1839563529
990	0.1839227205
991	0.18381976
992	0.1837292681
993	0.1836726208
994	0.1836110843
995	0.1835943514
996	0.183560928
997	0.1835430383
998	0.1834745016
999	0.1834344638
